spu_id	Orthogroup	family_member	common_name	synonyms	best_genbank_hit
271	SPU_000577	OG0000539	IG	Igvf	NA	XP_797659
272	SPU_000585	OG0000050	NA	Hypp_1262	hypothetical protein-1262	XP_002214173.1
273	SPU_000586	OG0008644	AdoMet_MTase superfamily	Hypp_1263	hypothetical protein-1263; glyoxylate reductase-like; glycerate dehydrogenase-like	CAF99343.1
274	SPU_000588	OG0008946	NA	NA	NA	NA
275	SPU_000590	OG0010088	NA	Adhfe1	Fe-containing alcohol dehydrogenase 1	30424876
276	SPU_000594	OG0012105	NA	NA	NA	NA
277	SPU_000595	OG0003336	translational GTPases	Ef1a	elongation factor 1A	AJ010972
278	SPU_000597	OG0003402	NA	Hsdl	hydroxysteroid dehydrogenase-like protein	33694276
279	SPU_000599	OG0004733	KA1 superfamily	Hypp_310	hypothetical protein-310; KIAA0999-like; serine/threonine-protein kinase-like	
280	SPU_000600	OG0003563	NA	NA	NA	NA
281	SPU_000601	OG0000419	NA	NA	NA	NA
282	SPU_000602	OG0010654	Fe_hyd_Ig_C superfamily	Narfl	nuclear prelamin A recognition factor like	BAD96725.1
283	SPU_000603	OG0002754	zf-C2H2	Z135	zinc finger protein 135	Q05481
284	SPU_000604	OG0005786	NA	NA	NA	NA
285	SPU_000607	OG0003660	NA	Acaca	Acetyl-CoA carboxylase (ACC) [Includes: Biotin carboxylase ] (acetyl-Coenzyme A carboxylase alpha)	116669
286	SPU_000610	OG0012547	FERM_M superfamily	Hypp_311	hypothetical protein-311	NA
287	SPU_000611	OG0009062	phospholipase_C	Plce	PLC-epsilon	NP_062534.1
288	SPU_000616	OG0008607	GAF domain, HDc	Pde10aL	phosphodiesterase 10A-like, pde-5, Pde10a-2	XP_797347
289	SPU_000625	OG0012178	RING-finger superfamily	March8L_2	membrane-associated ring finger (C3HC4) 8-like-2	EAW86647.1
290	SPU_000628	OG0005453	ankyrin superfamily	Ankrd53	ankyrin repeat domain 53	EAW99787.1
291	SPU_000629	OG0004221	NA	C2orf42L	human chromosome 2 open reading frame 42-like	BAA91258.1
292	SPU_000630	OG0004703	DUF1193 superfamily	Fam20c	family with sequence similarity 20, member C; dentin matrix protein 4-like	EDL19181.1
293	SPU_000631	OG0003640	Erv26 superfamily	Tex261L	testis expressed sequence 261	AAI33313.1
294	SPU_000632	OG0005044	enolase-like	Eno4	enolase family member 4, C10orf134L	XP_002738167
295	SPU_000637	OG0004189	peptidylprolyl isomerase (cyclophilin)	Pdpi(cyclophilin)L5	peptidylprolyl isomerase, rotamase, cyclophilin	NP005029
296	SPU_000638	OG0010150	NA	Zfand2b	zinc finger, AN1-type domain 2B	NP_620157
297	SPU_000639	OG0007439	NA	Mcart1	Mitochondrial carrier triple repeat 1	38605048
298	SPU_000640	OG0007922	NA	Hypp_1268	hypothetical protein-1268; citron (rho-interacting, serine/threonine kinase 21)-like	EEA47921.1
299	SPU_000641	OG0007317	NA	Echdc3	enoyl Coenzyme A hydratase domain containing 3	31980955
300	SPU_000645	OG0011220	CYP27	Cyp27L_1	Cytochrome P450 Family 27 like, bile acid biosynthesis; vitamin D 1-alpha hydroxylase	55742015
301	SPU_000648	OG0006917	Npa1	Urb1	URB1 ribosome biogenesis 1 (S. cerevisiae) homolog, Urb1h, Hypp_759	XP_003410204
302	SPU_000649	OG0011401	OTU superfamily	Tnfaip3	tumor necrosis factor, alpha-induced protein 3	BAE30799.1
303	SPU_000650	OG0004176	FHA superfamily	Snip1	Smad nuclear interacting protein 1	EDL30332.1
304	SPU_000652	OG0009400	atypical dual specificity phosphatase	Dusp14/18/21	Dual specificity phosphatase 14/18/21, MAP kinase phosphatase 6/LMW-DSP20/LMW-DSP21, MKP-6	CAI25512
305	SPU_000656	OG0001477	Pox_C7_F8A superfamily	Hypp_1269	hypothetical protein-1269	XP_691481.1
306	SPU_000657	OG0000427	NA	NA	NA	NA
307	SPU_000660	OG0010189	amidase superfamily	Faah2	fatty acid amide hydrolase 2; anandamide amidohydrolase 2; amidase domain-containing protein	NP_777572.2
308	SPU_000661	OG0011018	NA	Elovl6	ELOVL family member 6, elongation of long chain fatty acids (FEN1/Elo2, SUR4/Elo3-like, yeast)	13129088
309	SPU_000664	OG0008059	NA	NA	NA	NA
310	SPU_000666	OG0008543	NA	NA	NA	NA
311	SPU_000667	OG0006323	NA	RetL	ret proto-oncogene-like, Fgfr-like, hypothetical 1, Cret	XP_002732396
312	SPU_000668	OG0003548	Transforming growth factor beta	Univin	Univin, Gdf1/3-like, Unvn	NP_999793
313	SPU_000671	OG0011728	RING-finger superfamily	Hypp_1272	hypothetical protein-1272	EEA43950.1
314	SPU_000673	OG0002062	adhesion receptor	Fn3/Egf	NA	NP_999703.1
315	SPU_000680	OG0008225	ADAM metallopeptidase with thrombospondin	Adam/Ts6/10L1	NA	NP_922932
316	SPU_000681	OG0000046	7TM GPCR_1 superfamily	Adra1bL	adrenergic, alpha-1B-, receptor-like	EAW61572.1
317	SPU_000682	OG0007962	NA	Hs3st3a1L	heparan sulfate (glucosamine) 3-O-sulfotransferase 3A1-like	AAH44647.1
318	SPU_000683	OG0007382	PH-like superfamily	Hypp_1273	hypothetical protein-1273	EEC20142.1
319	SPU_000684	OG0012335	esterase-lipase superfamily	Hypp_1274	hypothetical protein-1274	NP_937790.1
320	SPU_000687	OG0005083	WD40 superfamily	Ambra1	autophagy/beclin 1 regulator 1	 \tXP_006816812
321	SPU_000689	OG0010234	POPLD superfamily, POP1 superfamily, GCV_T superfamily	Pop1	processing of precursor 1, ribonuclease P/MRP family, (S. cerevisiae)	EDL08847.1
322	SPU_000694	OG0006992	NA	Ugt2b34	UDP glucuronosyltransferase 2 family, polypeptide B34	20380046
323	SPU_000707	OG0004477	NA	Srbd1	S1 RNA binding domain 1	NP_060549
324	SPU_000709	OG0007367	NA	Hao1_1	Hydroxyacid oxidase 1 (HAOX1) (Glycolate oxidase) (GOX)	13124294
325	SPU_000717	OG0000573	NA	NA	NA	NA
326	SPU_000719	OG0012061	7TM GPCR_1 superfamily	Oprk1L	opioid receptor, kappa 1-like; G protein-coupled receptor	EDL14260.1
327	SPU_000721	OG0008807	NA	NA	NA	NA
328	SPU_000722	OG0004976	BRCT superfamily, 53-BP1_Tudor superfamily	Trp53bp1	transformation related protein 53 binding protein 1	CAM24371.1
329	SPU_000723	OG0007487	NA	76p	gamma tubulin ring complex protein (76p gene)	NP_055259 
330	SPU_000724	OG0000829	NA	NA	NA	NA
331	SPU_000728	OG0005818	CUB superfamily	Hypp_1286	hypothetical protein-1286	CAH10285.1
332	SPU_000729	OG0006845	plexin family	PlexA4_3	plexin A4	
333	SPU_000730	OG0009044	GPS superfamily, 7TM GPCR_2 superfamily	Gpr64L_2	G protein-coupled receptor 64-like-2	BAC32902.1
334	SPU_000731	OG0001998	NA	Cln3	ceroid-lipofuscinosis, neuronal 3 (CLN3) - part II	NP_000077
335	SPU_000732	OG0002899	Sema superfamily, PSI superfamily	Plxnb1L_4	plexin-B1/SEP receptor-like; plexin-B1-like-4	CAB56222.1
336	SPU_000733	OG0011663	MFS superfamily	Hypp_1287	hypothetical protein-1287; major facilitator transporter; oxalate/formate antiporter	EEA48048.1
337	SPU_000734	OG0005825	NA	NA	NA	NA
338	SPU_000735	OG0000134	RIIa superfamily	Spa17	sperm autoantigenic protein 17	NP_001069908.1
339	SPU_000739	OG0003820	MH2 domain	Mh2	MH2 domain containing, CG13188 homolog, Smad5	XP_003744280
340	SPU_000742	OG0005032	NA	Ube2v1/2	Uev1a	AAP36046
341	SPU_000746	OG0012256	CYP2	Cyp2L1p	Cytochrome P450 Family 2, partial	34098959
342	SPU_000750	OG0011455	NA	NA	NA	NA
343	SPU_000752	OG0006290	NA	Hypp_313	hypothetical protein-313	XP_002227246.1
344	SPU_000753	OG0004330	NA	NA	NA	NA
345	SPU_000754	OG0003968	NA	NA	NA	NA
346	SPU_000755	OG0011429	glucuronyltransferase	B3gat3	beta-1,3-glucuronyltransferase 3	NA
347	SPU_000756	OG0009530	homeobox-NKL	Nkx2-2	NK2 homeobox 2, Nk2-2, NK2.2	ADW95339.1
348	SPU_000757	OG0002384	homeobox-NKL	Nkx2-1	NK2 homeobox 1, Nkx2.1, NK2.1, TTF1,Titf1	AAM93268.1
349	SPU_000758	OG0005025	NA	Slc16	member of solute carrier family 16	56757451
350	SPU_000759	OG0003913	NA	Psmd13	proteasome 26S non-ATPase subunit 13 isoform 2	XP_001144308.1
351	SPU_000760	OG0005056	Exo_endo_phos superfamily	Smpd2L	putative neutral sphingomyelinase	XP_001602349.1
352	SPU_000764	OG0011406	NA	Sarmr4	Sarm-related 4	NA
353	SPU_000765	OG0008849	Neur_chan_LBD superfamily, Neur_chan_memb superfamily	Chrna9L_2	cholinergic receptor, nicotinic, alpha 9-like-2	NP_990091.1
354	SPU_000770	OG0010987	NA	NA	NA	NA
355	SPU_000771	OG0010071	NA	B3galt1	Beta-1,3-galactosyltransferase 1 (Beta-1,3-GalTase 1) (Beta3GalT1) (UDP-galactose:beta-N-acetyl-glucosamine-beta-1,3-galactosyltransferase 1) (UDP-Gal:betaGlcNAc beta 1,3-galactosyltranferase-I)	61211702
356	SPU_000774	OG0009769	NA	B3galt5	Beta-1,3-galactosyltransferase 5 (Beta-1,3-GalTase 5) (Beta3Gal-T5) (b3Gal-T5) (UDP-galactose:beta-N-acetylglucosamine beta-1,3-galactosyltransferase 5) (UDP-Gal:beta-GlcNAc beta-1,3-galactosyltransferase 5) (Beta-3-Gx-T5)	13123985
357	SPU_000776	OG0010225	non-receptor protein tyrosine phosphatase, CRAL/TRIO domain 	Ptpn9	 protein-tyrosine-phosphatase nonreceptor type 9, MEG2	XP_002935509
358	SPU_000779	OG0007570	GDE_C superfamily	Gba2L	glucosidase beta 2 (non-lysosomal glucosylceramidase)	BAD32491.1
359	SPU_000781	OG0012040	NA	B3galt5_1	Beta-1,3-galactosyltransferase 5 (Beta-1,3-GalTase 5) (Beta3Gal-T5) (b3Gal-T5) (UDP-galactose:beta-N-acetylglucosamine beta-1,3-galactosyltransferase 5) (UDP-Gal:beta-GlcNAc beta-1,3-galactosyltransferase 5) (Beta-3-Gx-T5)	13123995
360	SPU_000783	OG0005223	DUF2365 superfamily	C17orf59L	human chromosome 17 open reading frame 59-like	EAW90080.1
361	SPU_000784	OG0009395	ADF domain 	Twf	twinfilin, actin-binding protein; Twf1/2-like, A6 protein-like, Twnfln	XP_011666942
362	SPU_000786	OG0007245	NA	Ddx20	DEAD-box protein 20, DEAD (Asp-Glu-Ala-Asp) box polypeptide 	AAH31062
363	SPU_000790	OG0005922	class_II_aaRS-like_core superfamily	Nars2	asparaginyl-tRNA synthetase 2, mitochondrial (putative)	AAI42046.1
364	SPU_000792	OG0008892	7TM GPCR_1 superfamily	Rxfp1L	relaxin/insulin-like family peptide receptor 1-like	EDL15457.1
365	SPU_000793	OG0010891	HMG box	Hmgxb4	HMG box domain containing 4-like, Hmg2l1	XP_002736563
366	SPU_000795	OG0010799	NA	NA	NA	NA
367	SPU_000799	OG0009855	NA	Dpyd	dihydropyrimidine dehydrogenase	693912
368	SPU_000802	OG0008980	7TM GPCR_1 superfamily	Hypp_314	hypothetical protein-314; G protein-coupled receptor-like	XP_002160524.1
369	SPU_000803	OG0001999	NA	Hypp_3117	hypothetical protein-3117	NA
370	SPU_000806	OG0004045	NA	Cad96caL	Cadherin 96Ca (Drosophila) tyrosine kinase domain-like, Tk9	EEZ99365.1
371	SPU_000808	OG0000931	7TM GPCR_2 superfamily	Hypp_1288	hypothetical protein-1288; G protein-coupled receptor-like	EEA64481.1
372	SPU_000810	OG0011924	EFh superfamily	Efcab7	EF-hand calcium binding domain 7	CAI15774.1
373	SPU_000814	OG0006378	serine/threonine kinase	Acvr2_1	Activin receptor type 2, ACTRIIA, ACTR-II	
374	SPU_000818	OG0007135	NA	GakL_1	cyclin G associated kinase like	NP_005246, XP_375737
375	SPU_000820	OG0009906	NA	Slcoa4a1	Solute carrier organic anion transporter family, member 4a1	66911961
376	SPU_000821	OG0001260	AdoHCyase superfamily	Pycr1L	pyrroline-5-carboxylate reductase 1	AAI23511.1
377	SPU_000824	OG0007606	NA	Tstsk2	NA	NP_009101
378	SPU_000825	OG0000684	NA	Sm30A	NA	AAB60620
379	SPU_000830	OG0012612	NA	Gss	Glutathione synthetase (Glutathione synthase) (GSH synthetase) (GSH-S)	1708057
380	SPU_000832	OG0010152	myosin	MyV	myosin V	47550963
381	SPU_000835	OG0009664	NA	Pah	phenylalanine hydroxylase/tryptophan hydroxylase	1483313
382	SPU_000836	OG0008816	amino acid hydroxylase family 	Th	Tyrosine Hydroxylase	CAI21099.1
383	SPU_000837	OG0012677	NA	Clect_99	NA	NA
384	SPU_000838	OG0001711	Tub	Tulp3L	Tubby-like protein 3-like, Tub-like	XP_002736246
385	SPU_000839	OG0012421	C-type lectin	EchdL1	echinoidin-like	AAZ50391.1
386	SPU_000841	OG0006722	CFC	Cryptic	cripto/FRL-1/cryptic family-like, Cfc1-like, Tdgf1/oep-like	XP_003216495
387	SPU_000842	OG0003181	NA	Kpnb3	Karyopherin (Importin) beta 3,Ran-binding protein 5 (Ranbp5)	BC052392
388	SPU_000843	OG0009559	NA	NA	NA	NA
389	SPU_000846	OG0010300	NA	EhH2b_3	NA	NA
390	SPU_000847	OG0001167	sugar_trans superfamily	Spnsh1	spinster homolog 1, spinster-like protein	AAI65625.1
391	SPU_000848	OG0005769	NA	NA	NA	NA
392	SPU_000850	OG0007699	NA	Tbccd1	TBCC domain containing 1 	NP_060608  
393	SPU_000856	OG0012481	potassium voltage-gated channel 	Kcns3	KCNS3	XM_792808
394	SPU_000857	OG0000260	NA	NA	NA	NA
395	SPU_000860	OG0011075	MFS superfamily	Slc16a12L_4	solute carrier family 16 (monocarboxylic acid transporters), member 12-like-4; monocarboxylate transporter-like	NP_998771.2
396	SPU_000861	OG0003801	Myb domain	Myb	Myb-like transcription factor,  myeloblastosis oncogene-like, c-myb-like, SpMyb	XP_006814133
397	SPU_000862	OG0001378	NA	Man1b1_1	Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase (ER alpha-1,2-mannosidase) (Mannosidase alpha class 1B member 1) (Man9GlcNAc2-specific processing alpha-mannosidase)  	17369694
398	SPU_000864	OG0000664	NA	NA	NA	NA
399	SPU_000865	OG0004401	NA	Trrap_1	transformation/transcription domain-associated protein	NP_003487
400	SPU_000868	OG0008831	Exo_endo_phos superfamily, RT-like superfamily	Hypp_315	hypothetical protein-315; reverse transcriptase-like	BAE46429.1
401	SPU_000869	OG0003453	NA	NA	NA	NA
402	SPU_000872	OG0011970	NA	Galc	Galactocerebrosidase precursor (GALCERase) (Galactosylceramidase) (Galactosylceramide beta-galactosidase) (Galactocerebroside beta-galactosidase)Glycosylhydrolase family 59:	1730191
403	SPU_000878	OG0012108	NA	Hypp_1289	hypothetical protein-1289; collagen-like	XP_002245457.1
404	SPU_000879	OG0011350	NA	NA	NA	NA
405	SPU_000882	OG0009548	caspase	Cspe9L1a	NA	NA
406	SPU_000884	OG0003337	tetraspanin	Ttrspn	NA	NP_062630
407	SPU_000886	OG0003829	Mito_carr superfamily	Mtch2l	mitochondrial carrier homolog 2	NP_990139.1
408	SPU_000887	OG0008897	NA	NA	NA	NA
409	SPU_000890	OG0003892	Oxysterol_BP superfamily	Osbpl9	oxysterol-binding protein-like 9	AAI19825.1
410	SPU_000893	OG0001128	NA	Usp34_1	ubiquitin specific protease 34	NP_055524
411	SPU_000897	OG0001174	NA	Pak7_1	Serine/threonine-protein kinase PAK 7, p21-activated kinase 7	AK032593
412	SPU_000898	OG0005558	NA	Hypp_316	hypothetical protein-316	XP_002217034.1
413	SPU_000900	OG0001042	occludin_ELL superfamily	Ell2	elongation factor RNA polymerase II	CAG31318.1
414	SPU_000903	OG0004157	NA	Hypp_1291	hypothetical protein-1291	XP_974881.1
415	SPU_000906	OG0001548	C-type lectin	EchdL2	echinoidin-like, EchL2	AAZ50391.1
416	SPU_000908	OG0000858	NA	Ank2h	ankyrin 2, brain (Ank2)	NM_178655
417	SPU_000909	OG0012452	NA	Hypp_3119	hypothetical protein-3119	NA
418	SPU_000912	OG0004963	prefoldin superfamily	Pfdn1	prefoldin subunit 1	ACI69389.1
419	SPU_000914	OG0006570	H/ACA sno RNP	Npfa2	nucleolar protein family A, member 2; NHP2	NA
420	SPU_000916	OG0002043	NA	Hypp_1292	hypothetical protein-1292	NA
421	SPU_000921	OG0006230	NA	NA	NA	NA
422	SPU_000922	OG0006377	exostosin	Extl3	exostosin-like glycosyltransferase 3, exostoses (multiple)-like 3, brother of tout velu (botv) homolog, REGR, Ext(multiple)L3	XP_002602430
423	SPU_000924	OG0004308	NA	Ints3	integrator complex subunit 3	NP_07539.3
424	SPU_000925	OG0009032	adhesion protein	Fn3_14	NA	NP_997643.1
425	SPU_000927	OG0005746	Ras superfamily, RAB family	Rab22	RAS-Related Protein RAB-22b	AAQ97837.1
426	SPU_000928	OG0011614	TM2 superfamily	Hypp_1293	hypothetical protein-1293; TM2 domain-containing protein	EDV25028.1
427	SPU_000929	OG0011792	TM2 superfamily	Hypp_1294	hypothetical protein-1294; TM2 domain-containing protein	EDV25028.1
428	SPU_000930	OG0003805	TM2 superfamily	Hypp_1295	hypothetical protein-1295; TM2 domain-containing protein	EDV25028.1
429	SPU_000931	OG0012226	NA	St8sia	alpha-2,8-sialyltransferase	47522382
430	SPU_000935	OG0009923	RhoGEF	Farp_1	FERM, RhoGEF and pleckstrin homology domain containing (partial duplicate), Farp1/2-like, Cdep-like, FarpL	XP_792466
431	SPU_000936	OG0000579	NA	NA	NA	NA
432	SPU_000937	OG0008554	perlecan	Perlc_3	NA	NP_990560
433	SPU_000938	OG0006056	NA	NA	NA	NA
434	SPU_000939	OG0003724	NA	Hpcl	2-hydroxyphytanoyl-CoA lyase (2-HPCL)	20455016
435	SPU_000940	OG0009729	NA	Ccdc93	coiled-coil domain containing 93	XP_515755.2
436	SPU_000941	OG0008737	NA	NA	NA	NA
437	SPU_000942	OG0012774	LuxE superfamily	Slc27a6-2	solute carrier family 27 (fatty acid transporter), member 6-2	EAW62387.1
438	SPU_000948	OG0004693	homeobox-CERS, TLC (TRAM, LAG1 and CLN8 homology) domain	Lass6	ceramide synthetase-like, Cers2/3/4/5/6-like, LAG1 longevity assurance homolog, Lass2/3/4/5/6-like	XP_005308419
439	SPU_000950	OG0009285	NA	Api5	Apoptosis inhibitor 5	U35846
440	SPU_000952	OG0007314	NA	Cables1	Cdk5 and Abl enzyme substrate 1 isoform 2	ABL77400.1
441	SPU_000953	OG0001079	NA	NA	NA	NA
442	SPU_000956	OG0008887	NA	Hypp_1297	hypothetical protein-1297; spectrin repeat containing, nuclear envelope 1-like	EAW47736.1
443	SPU_000957	OG0005191	adhesion protein	Ecm/Tspn/Vwc/Vwd	NA	BAA95483.1
444	SPU_000960	OG0009706	translation elongation factor	Ef1bd	translation elongation factor 1B delta	Y14235
445	SPU_000961	OG0001008	heterogeneous nuclear ribonucleoprotein (hnRNP)	Ptb	polypyrimidine tract-binding protein	P26599
446	SPU_000963	OG0002838	NA	NA	NA	NA
447	SPU_000966	OG0006603	NA	Timm17B	translocase of inner mitochondrial membrane 17 homolog B 	NP_005825
448	SPU_000969	OG0004838	NA	NA	NA	NA
449	SPU_000970	OG0011959	NA	Bbox1	Gamma-butyrobetaine dioxygenase (Gamma-butyrobetaine,2-oxoglutarate dioxygenase) (Gamma-butyrobetaine hydroxylase) (Gamma-BBH)	21541962
450	SPU_000971	OG0005673	solute carrier family	Slc6a2_1	noradrenaline transporter 	AAF98299.1
451	SPU_000972	OG0007043	histone	Lhh2bc	NA	NA
452	SPU_000973	OG0007042	histone	Lhh2ac	NA	NA
453	SPU_000974	OG0009334	NA	Crn1Aph	NA	11463876
454	SPU_000975	OG0012269	Forkhead	FoxF	forkhead box F	NP_001158437
455	SPU_000979	OG0006346	NA	Hs3st3a1	heparan sulfate (glucosamine) 3-O-sulfotransferase 3A1	NP_849201.1
456	SPU_000982	OG0006038	NA	Ccdc5L	coiled-coil domain containing 5-like	BAC36526.1
457	SPU_000988	OG0011279	NA	Pigc	Phosphatidylinositol N-acetylglucosaminyltransferase subunit C (Phosphatidylinositol-glycan biosynthesis, class C protein) (PIG-C)	14916629
458	SPU_000989	OG0001634	MAM superfamily, LDLa superfamily	Hypp_1298	hypothetical protein-1298; human chromosome 10 open reading frame 112-like	CAX12812.1
459	SPU_000992	OG0005785	anthrax toxin receptor	Antxr1L_1	anthrax toxin receptor 1-like (partial), AnthrtrL_1	XP_011674531
460	SPU_000996	OG0002012	NA	Hypp_3007	Hypothetical protein_3007	XP_001192757
461	SPU_000997	OG0006838	complement C3/C4/C5	C3-2	NA	NA
462	SPU_001000	OG0007170	NA	KatsA	NA	23956364
463	SPU_001001	OG0001343	WD40 superfamily	Hypp_320	hypothetical protein-320	XP_002214264.1
464	SPU_001006	OG0008409	NA	Zranb2	zinc finger protein	NP_976225
465	SPU_001010	OG0005157	NA	Mrpl55	mitochondrial ribosomal protein L55	XP_006813418
466	SPU_001012	OG0011173	TraB superfamily	Trabd	TraB domain containing	NP_001025903.1
467	SPU_001013	OG0000331	NA	NA	NA	NA
468	SPU_001020	OG0011440	NA	Surreal/Gpcr109	NA	NA
469	SPU_001025	OG0007419	NA	Hypp_321	hypothetical protein-321	XP_002201256.1
470	SPU_001030	OG0000525	NA	Ttl5	tubulin tyrosine ligase like family 5	BC035276
471	SPU_001031	OG0009691	NA	Zmiz1L	zinc finger, MIZ-type containing 1-like; retinoic acid induced 17-like	AAI72361.1
472	SPU_001034	OG0008285	RT-like superfamily	Endrvt55	endonuclease-reverse transcriptase-like-55	AAL40415.1
473	SPU_001038	OG0001521	NA	C2gnt3	core 2 beta-1,6-N-acetylglucosaminyltransferase 3	7706127
474	SPU_001041	OG0008749	NA	B3galt1_16	Beta-1,3-galactosyltransferase 1 (Beta-1,3-GalTase 1) (Beta3GalT1) (UDP-galactose:beta-N-acetyl-glucosamine-beta-1,3-galactosyltransferase 1) (UDP-Gal:betaGlcNAc beta 1,3-galactosyltranferase-I)	61211702
475	SPU_001044	OG0005871	NA	NA	NA	NA
476	SPU_001046	OG0000883	NA	Reps1L	RALBP1 associated Eps domain containing 1-like	XP_001252243.1
477	SPU_001059	OG0005928	Mab-21 superfamily	Mab21l2	mab-21-like 2 (C. elegans)	AAG09800.1
478	SPU_001060	OG0004568	Ntn_hydrolase superfamily	Asah1	N-acylsphingosin admidohydrolase 1, acid ceramidase	NP_062708.1
479	SPU_001061	OG0006593	WD40 superfamily	Utp18	UTP18, small subunit (SSU) processome component, homolog (yeast); WD repeat domain 50	EAW94559.1
480	SPU_001062	OG0003732	Skp1/Elongin C	ElgC	NA	NA
481	SPU_001067	OG0011321	NA	NA	NA	NA
482	SPU_001068	OG0003439	NA	Kctd5	Potassium channel tetramerisation domain containing protein 5	50401182
483	SPU_001069	OG0005172	NA	Fbf1	Fas (TNFRSF6) binding factor 1	AAI37795.1
484	SPU_001071	OG0006887	NA	Ccdc46	coiled-coil domain containing 46	XP_001499649.2
485	SPU_001072	OG0011067	NA	Axin	NA	NA
486	SPU_001076	OG0011706	sulfotransfer_2 superfamily	Chst11-4	carbohydrate (chondroitin 4) sulfotransferase 11-4; chondroitin-4-sulfotransferase	CAB87380.1
487	SPU_001077	OG0003953	sulfotransfer_2 superfamily	Chst11-5	carbohydrate (chondroitin 4) sulfotransferase 11-5; chondroitin-4-sulfotransferase	EDL21380.1
488	SPU_001078	OG0008380	NA	Znf830L	zinc finger protein 830-like; coiled-coil domain containing 16	NP_443089.1
489	SPU_001079	OG0011785	NA	Mocos	Molybdenum cofactor sulfurase	15082342
490	SPU_001081	OG0004604	NA	Heatr2	HEAT repeat containing 2	AAH47240.1
491	SPU_001084	OG0001980	Sec8	Exoc4_1	exocyst complex component 4, Sec8	Q62824
492	SPU_001085	OG0007552	NA	Rpia	Ribose-5-phosphate isomerase (Phosphoriboisomerase)	23503096
493	SPU_001088	OG0003494	perilipin superfamily	Adfp	adipocyte differentiation-related protein	ACC97567.1
494	SPU_001089	OG0003495	NA	NA	NA	NA
495	SPU_001094	OG0010139	Ras superfamily, RAB family	Rab18	Ras-Related Protein RAB18	BC074233
496	SPU_001097	OG0002167	NA	NA	NA	NA
497	SPU_001098	OG0001837	NA	Stoml2	Stomatin-like protein 2 (SLP-2) (EPB72-like 2)	60415944
498	SPU_001100	OG0002061	Pol_Y superfamily	Poli	DNA polymerase iota	XP_001133709.1
499	SPU_001101	OG0004106	NA	Rbm19	RNA binding motif protein 19 	NP_057280
500	SPU_001110	OG0012420	NA	NA	NA	NA
501	SPU_001113	OG0005839	zf-C2H2	Snail	snail homolog, Sna, Snai	
502	SPU_001114	OG0009075	NA	NA	NA	NA
503	SPU_001119	OG0003280	NA	Ssrp1	structure specific recognition protein 1	NP_003137
